@relation knowledge
@attribute red numeric
@attribute green numeric
@attribute blue numeric
@attribute hue_sin numeric
@attribute hue_cos numeric
@attribute saturation numeric
@attribute value numeric
@attribute vol numeric
@attribute length_1 numeric
@attribute length_2 numeric
@attribute length_3 numeric
@attribute cuboid_length_relation_1 numeric
@attribute cuboid_length_relation_2 numeric
@attribute label_2d {baguette,corny,wlanadapter,dlink,cafetfilter}
@attribute shape numeric
@attribute class {r_containerbox,nor_containerbox}
@data
99,81,107,-0.857167,-0.515038,0.483153,0.505263,0.000624482,0.158638,0.0959591,0.0410228,1.65319,3.86707,dlink,1,nor_containerbox
99,80,106,-0.857167,-0.515038,0.486847,0.505081,0.00061129,0.158011,0.0966202,0.0400398,1.63538,3.94634,corny,3,nor_containerbox
100,80,106,-0.87462,-0.48481,0.482284,0.503428,0.000637237,0.159356,0.0971124,0.0411774,1.64094,3.86998,corny,1,nor_containerbox
99,80,105,-0.829038,-0.559193,0.487032,0.503177,0.000649755,0.158859,0.0972578,0.0420545,1.63338,3.77746,wlanadapter,1,nor_containerbox
99,80,106,-0.848048,-0.529919,0.487168,0.504605,0.000623653,0.157511,0.0958472,0.0413098,1.64335,3.81291,wlanadapter,1,nor_containerbox
99,81,107,-0.866025,-0.5,0.48302,0.506586,0.000621118,0.158155,0.0965653,0.0406696,1.6378,3.88878,wlanadapter,1,nor_containerbox
99,80,106,-0.857167,-0.515038,0.486245,0.504562,0.000611663,0.158915,0.0964721,0.0398976,1.64726,3.98307,dlink,2,nor_containerbox
100,80,106,-0.848048,-0.529919,0.483503,0.504473,0.000606234,0.160564,0.0956919,0.0394564,1.67793,4.06941,cafetfilter,1,nor_containerbox
99,81,107,-0.866025,-0.5,0.483412,0.505144,0.000622819,0.15866,0.0962034,0.0408042,1.64921,3.88832,dlink,1,nor_containerbox
99,80,106,-0.866025,-0.5,0.487404,0.504579,0.000612842,0.159107,0.0959536,0.0401418,1.65817,3.96363,cafetfilter,1,nor_containerbox
99,80,106,-0.829038,-0.559193,0.486427,0.503144,0.000625997,0.158211,0.0964567,0.0410208,1.64022,3.85683,cafetfilter,1,nor_containerbox
99,80,106,-0.838671,-0.544639,0.487391,0.504143,0.00059826,0.158314,0.0958242,0.0394363,1.65213,4.01443,dlink,1,nor_containerbox
99,80,106,-0.87462,-0.48481,0.485817,0.503394,0.000614249,0.159343,0.0962943,0.0400323,1.65475,3.98036,cafetfilter,1,nor_containerbox
99,80,105,-0.838671,-0.544639,0.487979,0.502883,0.000620216,0.161275,0.0980311,0.0392294,1.64514,4.11107,wlanadapter,1,nor_containerbox
99,80,106,-0.857167,-0.515038,0.487126,0.505092,0.000632516,0.15823,0.0970794,0.0411771,1.6299,3.84267,cafetfilter,1,nor_containerbox
99,80,106,-0.882948,-0.469472,0.488388,0.502422,0.000603881,0.159372,0.0964158,0.0392998,1.65297,4.0553,dlink,1,nor_containerbox
99,80,105,-0.829038,-0.559193,0.487389,0.502583,0.000625131,0.159386,0.0963853,0.0406921,1.65364,3.91688,?,1,nor_containerbox
99,80,105,-0.87462,-0.48481,0.488352,0.502536,0.000627262,0.160581,0.0963706,0.0405332,1.66628,3.9617,wlanadapter,1,nor_containerbox
99,80,106,-0.906308,-0.422618,0.486543,0.503572,0.000609451,0.159297,0.0971749,0.0393712,1.63928,4.04601,wlanadapter,1,nor_containerbox
99,80,106,-0.87462,-0.48481,0.488931,0.504353,0.000619528,0.158635,0.0962179,0.0405887,1.64871,3.90835,wlanadapter,1,nor_containerbox
99,80,106,-0.848048,-0.529919,0.488889,0.503714,0.000614415,0.158647,0.0966694,0.0400629,1.64113,3.95994,?,1,nor_containerbox
99,80,105,-0.857167,-0.515038,0.488817,0.504123,0.000631461,0.158917,0.0974005,0.0407958,1.63158,3.89542,wlanadapter,1,nor_containerbox
99,80,106,-0.848048,-0.529919,0.486376,0.503207,0.000619916,0.158971,0.096193,0.0405388,1.65263,3.92146,cafetfilter,1,nor_containerbox
99,80,106,-0.848048,-0.529919,0.487065,0.505289,0.000627335,0.158577,0.0967254,0.0408996,1.63945,3.87721,dlink,1,nor_containerbox
99,80,106,-0.882948,-0.469472,0.486739,0.503446,0.000620497,0.15921,0.0959434,0.0406215,1.65941,3.91934,wlanadapter,1,nor_containerbox
99,80,106,-0.848048,-0.529919,0.487155,0.503955,0.00060867,0.158648,0.0964371,0.0397837,1.64509,3.98776,?,1,nor_containerbox
99,80,106,-0.857167,-0.515038,0.485822,0.504216,0.000621421,0.156962,0.096422,0.0410596,1.62787,3.82278,wlanadapter,1,nor_containerbox
99,80,106,-0.891007,-0.453991,0.489745,0.503571,0.000618159,0.158219,0.0967057,0.0404006,1.63609,3.91626,dlink,1,nor_containerbox
99,80,106,-0.87462,-0.48481,0.48842,0.5052,0.000609473,0.158914,0.0970385,0.0395228,1.63764,4.02083,?,1,nor_containerbox
99,81,107,-0.891007,-0.453991,0.483935,0.505358,0.00057845,0.158028,0.0965443,0.0379145,1.63685,4.16801,wlanadapter,1,nor_containerbox
99,79,105,-0.857167,-0.515038,0.490096,0.501377,0.000627268,0.159284,0.0965554,0.0407853,1.64967,3.90543,dlink,1,nor_containerbox
98,80,106,-0.87462,-0.48481,0.488149,0.502035,0.000630873,0.158457,0.0962417,0.0413683,1.64645,3.8304,cafetfilter,1,nor_containerbox
98,79,105,-0.87462,-0.48481,0.49266,0.500149,0.000601384,0.159201,0.0952463,0.0396605,1.67147,4.01409,dlink,1,nor_containerbox
99,79,104,-0.866025,-0.5,0.48839,0.499545,0.000553274,0.159376,0.0963861,0.0360166,1.65352,4.42507,wlanadapter,1,nor_containerbox
99,79,105,-0.857167,-0.515038,0.488929,0.501687,0.000648399,0.160113,0.0965694,0.041935,1.65801,3.81812,dlink,1,nor_containerbox
99,80,106,-0.866025,-0.5,0.48415,0.502133,0.000594778,0.158427,0.0957515,0.0392085,1.65456,4.04063,?,1,nor_containerbox
99,80,106,-0.866025,-0.5,0.486231,0.503044,0.000630861,0.158913,0.0957137,0.0414762,1.6603,3.83143,?,1,nor_containerbox
99,80,105,-0.838671,-0.544639,0.488674,0.501843,0.000618138,0.158032,0.0960156,0.0407379,1.6459,3.87924,wlanadapter,1,nor_containerbox
99,79,104,-0.848048,-0.529919,0.48858,0.500651,0.000627461,0.159461,0.0961164,0.0409388,1.65904,3.8951,?,1,nor_containerbox
99,79,105,-0.848048,-0.529919,0.489099,0.501482,0.000668083,0.160577,0.0970387,0.0428749,1.65477,3.74523,?,1,nor_containerbox
99,80,105,-0.891007,-0.453991,0.486847,0.501739,0.000624487,0.159193,0.0962067,0.0407749,1.6547,3.9042,wlanadapter,2,nor_containerbox
99,80,105,-0.848048,-0.529919,0.484211,0.502104,0.000618696,0.158874,0.0958313,0.0406365,1.65785,3.90964,wlanadapter,1,nor_containerbox
99,79,105,-0.882948,-0.469472,0.486668,0.500529,0.000605784,0.1601,0.0960101,0.0394102,1.66753,4.0624,wlanadapter,1,nor_containerbox
131,123,126,0.906308,-0.422618,0.328692,0.589102,0.00181783,0.254605,0.254605,0.0444205,1,5.73169,wlanadapter,3,nor_containerbox
131,122,126,0.920505,-0.390731,0.329482,0.588824,0.00186139,0.253195,0.253195,0.0462725,1,5.47184,dlink,3,nor_containerbox
131,123,127,0.913545,-0.406737,0.328917,0.589674,0.0018461,0.255646,0.255646,0.0440521,1,5.80327,?,2,nor_containerbox
131,122,126,0.906308,-0.422618,0.329259,0.589182,0.00201395,0.253519,0.253519,0.0499259,1,5.0779,dlink,2,nor_containerbox
131,123,126,0.920505,-0.390731,0.33033,0.589828,0.00188827,0.254499,0.254499,0.04551,1,5.59216,baguette,3,nor_containerbox
131,123,126,0.920505,-0.390731,0.328857,0.589725,0.00176424,0.252775,0.252775,0.0438741,1,5.76138,wlanadapter,3,nor_containerbox
131,123,127,0.920505,-0.390731,0.328964,0.590548,0.0018281,0.255276,0.255276,0.0445428,1,5.73103,cafetfilter,3,nor_containerbox
131,123,127,0.920505,-0.390731,0.32734,0.590574,0.00183109,0.255247,0.255247,0.0447328,1,5.70604,cafetfilter,3,nor_containerbox
131,123,127,0.913545,-0.406737,0.327834,0.590384,0.00186141,0.255221,0.255221,0.045291,1,5.63514,dlink,1,nor_containerbox
130,122,126,0.913545,-0.406737,0.329744,0.588734,0.00180824,0.253046,0.253046,0.0449698,1,5.62701,wlanadapter,2,nor_containerbox
130,122,126,0.913545,-0.406737,0.330524,0.587898,0.00175299,0.252637,0.252637,0.0435685,1,5.79861,?,2,nor_containerbox
