@relation knowledge
@attribute red numeric
@attribute green numeric
@attribute blue numeric
@attribute hue_sin numeric
@attribute hue_cos numeric
@attribute saturation numeric
@attribute value numeric
@attribute vol numeric
@attribute length_1 numeric
@attribute length_2 numeric
@attribute length_3 numeric
@attribute cuboid_length_relation_1 numeric
@attribute cuboid_length_relation_2 numeric
@attribute label_2d string
@attribute shape numeric
@attribute class {http://www.suturo.de/ontology/hierarchy#baguette,http://www.suturo.de/ontology/hierarchy#corny}
@data
153,96,75,0.951057,0.309017,0.543302,0.604233,0.00140431,0.200082,0.200082,0.0581184,1,3.44267,?,0,http://www.suturo.de/ontology/hierarchy#baguette
153,96,74,0.939693,0.34202,0.545846,0.603411,0.0013045,0.201919,0.201919,0.0536011,1,3.76706,?,1,http://www.suturo.de/ontology/hierarchy#baguette
154,97,75,0.945519,0.325568,0.540983,0.605146,0.00146052,0.202903,0.202903,0.0596318,1,3.4026,?,0,http://www.suturo.de/ontology/hierarchy#baguette
153,96,74,0.913545,0.406737,0.54547,0.603666,0.00122334,0.203311,0.203311,0.0498392,1,4.07934,?,0,http://www.suturo.de/ontology/hierarchy#baguette
154,97,75,0.93358,0.358368,0.542399,0.605259,0.00143795,0.202329,0.202329,0.0588527,1,3.43788,?,0,http://www.suturo.de/ontology/hierarchy#baguette
154,97,75,0.945519,0.325568,0.538393,0.60593,0.00139685,0.202354,0.202354,0.0563769,1,3.5893,?,2,http://www.suturo.de/ontology/hierarchy#baguette
154,97,75,0.939693,0.34202,0.541063,0.606038,0.001464,0.202514,0.202514,0.0594299,1,3.40762,?,1,http://www.suturo.de/ontology/hierarchy#baguette
154,96,75,0.939693,0.34202,0.540275,0.605053,0.00134847,0.202542,0.202542,0.055029,1,3.68065,wlanadapter,0,http://www.suturo.de/ontology/hierarchy#baguette
153,96,75,0.927184,0.374607,0.541434,0.604072,0.00126458,0.2019,0.2019,0.0516964,1,3.90549,?,0,http://www.suturo.de/ontology/hierarchy#baguette
154,97,75,0.939693,0.34202,0.539618,0.605565,0.00135972,0.203241,0.203241,0.055377,1,3.67013,?,1,http://www.suturo.de/ontology/hierarchy#baguette
153,97,74,0.920505,0.390731,0.541979,0.603587,0.00132733,0.202675,0.202675,0.0542176,1,3.73818,dlink,2,http://www.suturo.de/ontology/hierarchy#baguette
153,96,74,0.920505,0.390731,0.544843,0.603778,0.0013341,0.202006,0.202006,0.0548376,1,3.68371,?,3,http://www.suturo.de/ontology/hierarchy#baguette
153,96,75,0.951057,0.309017,0.541328,0.603532,0.00130853,0.202057,0.202057,0.0534481,1,3.78043,cafetfilter,0,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.978148,0.207912,0.629956,0.568253,0.00121145,0.218145,0.218145,0.0445862,1,4.89265,?,3,http://www.suturo.de/ontology/hierarchy#baguette
144,82,58,0.984808,0.173648,0.629953,0.5685,0.00125559,0.216001,0.216001,0.0465434,1,4.64086,?,2,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.961262,0.275637,0.629045,0.568352,0.00129983,0.218724,0.218724,0.0477827,1,4.57746,?,2,http://www.suturo.de/ontology/hierarchy#baguette
